total_output_power,pa1,pa2,pa3
1413.75,246.23,250.11,249.95
1415.81,245.72,250.06,249.46
1416.47,248.49,249.26,249.75
1411.7,248.82,249.84,249.16
1415.79,249.13,249.58,249.26
1416.7,249.26,250.18,249.66
1417.99,249.04,249.89,249.07
1415.4,248.81,249.51,248.53
1415.81,248.89,249.58,250.06
1417.15,249.49,249.7,249.1
1416.56,248.65,250.67,249.16
1418.68,249.37,250.78,249.21
1415.58,249.25,250.44,249.17
1413.84,247.74,250.47,249.26
1416.86,247.42,250.15,249.39
1414.35,246.61,249.79,249.26
1415.11,248.08,250.18,249.46
1414.06,246.37,249.94,249.82
1416.33,248.27,249.58,250.28
1416.61,248.77,249.16,249.91
1417.37,248.65,249.37,249.32
1419.82,249.24,249.62,249.32
1417.05,248.89,249.7,249.47
1418.46,249.17,249.58,249.03
1416.48,246.27,250.28,249.28
1414.43,245.65,249.95,249.69
1417.16,248.28,250.18,249.58
1417.72,249.36,250.66,249.92
1418.37,249.48,250.69,249.85
1414.04,248.88,249.93,249.58
1417.14,249.15,250.66,249.71
1416.48,249.31,249.47,248.76
1418.53,248.79,248.88,249.54
1418.87,249.12,249.66,248.99
1416.13,247.58,249.07,248.79
1416.43,247.2,249.13,248.79
1414.46,246.37,249.46,249.8
1416.48,246.84,249.58,249.37
1415.39,247.01,250.03,249.46
1417.44,248.24,250.49,249.48
1412.57,246.75,250.73,249.55
1415.73,246.86,250.13,249.47
1418.54,248.55,249.95,249.64
1417.36,246.72,250.85,249.4
1416.27,246.46,250.06,249.34
1416.57,248.35,250.36,249.69
1417.95,248.35,250.7,250.09
1419.6,247.32,250.95,249.96
1418.1,246.51,251.05,249.5
1414.33,247.46,250.26,249.25
1415.25,247.3,250.57,249.47
1416.63,246.77,249.38,248.57
1417.56,248.15,248.92,249.43
1415.95,247.71,250.65,250.13
1418.39,248.55,248.87,248.79
1419.67,248.79,249.73,249.28
1416.4,247.84,250.54,248.83
1412.26,247.07,250.82,248.77
1412.8,247.05,250.59,248.3
1414.06,247.14,250.85,248.24
1410.03,247.03,250.25,247.87
1414.44,248.96,249.58,249.44
1413.85,248.72,249.24,249.54
1415.72,249.08,249.56,249.24
1416,248.21,250.57,248.95
1412.18,246.45,250.62,249.87
1412.21,247.03,251.09,249.71
1412.54,246.72,250.73,250.25
1412.54,246.94,250.3,249.7
1414.3,247.19,249.78,249.65
1413.93,247.36,249.7,249.63
1413.47,247.17,250.71,249.22
1412.53,246.59,250.16,249.7
1415.26,248.77,250.82,250.03
1413.56,249.36,250.16,249.26
1418.03,248.8,250.19,249.88
1416.95,247.64,249.82,249.4
1413.81,246.17,249.7,248.98
1413.07,246.14,249.94,249.58
1415.12,248.14,250.15,249.46
1414.56,246.17,250.5,250.18
1415.68,248.77,250.13,249.34
1414.6,249.16,250.08,249.08
1415.61,248.97,249.82,250.03
1418.53,249.45,249.67,249.93
1415.79,248.8,249.85,249.27
1413.75,248.3,249.71,248.92
1416.51,249.16,249.34,248.92
1414.44,248.92,250.16,249.13
1414.98,248.73,250.49,249.25
1414.59,247.19,250.62,250.15
1414.58,249.22,250.48,249.35
1415.65,247.03,250.67,249.58
1415.11,246.69,250.82,249.74
1415.71,248.64,250.94,248.72
1417.84,248.22,250.84,249.8
1415.88,247.99,250.35,249.84
1415.79,249.1,249.68,249.75
1411.57,247.31,249.96,249.41
1412.55,245.73,249.71,249.82
1414.58,249.47,249.46,250.18
1417.83,249.42,250.31,250.33
1415.43,246.89,250.17,248.96
1414.1,247.73,250.54,248.26
1417.75,249.13,249.7,249.34
1416.47,248.89,249.94,249.7
1417.17,248.73,250.18,249.99
1416.1,247.17,250.66,250.01
1414.08,246.22,250.07,249.71
1413.91,247.14,249.94,250.03
1414.31,249.15,249.51,249.38
1417.14,248.96,249.65,249.68
1418.78,248.63,249.58,249.46
1418.98,248.67,249.47,249.6
1416.48,248.91,249.93,249.36
1418.52,249.21,250.53,250.02
1417.16,248.7,249.8,248.98
1413.71,248.47,249.61,249.22
1414.59,248.31,250.26,249.7
1413.92,248.62,250.25,248.74
1415.15,249.08,250.37,249.79
1416.33,248.69,250.69,249.15
1416.33,248.65,250.06,249.68
1415.12,248.68,250.47,249.1
1414.43,249.22,249.28,249.1
1416.48,248.73,249.53,249.89
1417.84,248.55,250.37,249.75
1415.72,248.77,250.37,249.68
1417.69,249.13,249.89,249.27
1412.31,246.58,249.77,249.22
1413.37,245.87,249.89,249.75
1414.44,247.08,250.73,249.26
1413.21,246.61,250.26,249.95
1414.29,246.83,250.19,249.7
1415.35,246.94,250.68,250.01
1416.17,250,249.38,249.39
1415.18,248.43,249.34,249.68
1415.79,248.79,249.63,250.03
1414.15,247.94,250.24,249.24
1414.73,248.77,250.2,247.03
1413.75,248.49,249.58,247.03
1418.92,249.27,248.77,249.78
1418.15,248.73,250.15,250.58
1414.88,248.98,249.58,249.61
1413.98,247.99,250.23,249.55
1417.14,249.24,250.58,249.49
1415.79,248.87,250.13,249.19
1416.84,249.13,250.02,249.7
1414.07,247.91,249.51,248.93
1416.48,248.43,249.77,249.04
1413.89,248.94,250.18,249.67
1413.49,248.58,249.59,249
1414.55,248.89,249.65,249.62
1416.49,249.37,249.5,249.67
1415.81,249.12,249.92,249.93
1418.32,248.33,249.48,249.46
1414.95,247.96,249.64,249.22
1414.78,248.56,249.57,248.75
1416.48,248.67,249.88,249.94
1417.29,248.87,250.25,249.53
1413.89,246.72,250.6,249.75
1413.21,248.07,249.22,249.87
1415.69,248.11,250.09,249.21
1411.38,245.91,250.24,248.38
1413.94,248.05,250.74,247.74
1414.93,246.37,250.38,248.27
1417.14,246.91,249.58,249.73
1418.63,248.7,249.47,249.8
1419.69,248.89,250.61,249.62
1417.26,248.58,249.39,249.22
1417.14,248.21,250.15,249.17
1413.07,244.92,249.97,247.38
1417.12,246.37,250.3,249.03
1414.48,246.88,250.84,249.37
1415.81,248.94,250.43,249.15
1416.7,245.89,250.55,249.79
1419.8,248.9,250.49,250.01
1419.75,249.01,250.25,249.69
1416.93,249.36,250.58,249.35
1417.69,248.86,249.92,249.99
1419.04,249.75,250.33,250.13
1417.02,247.84,250.53,249.81
1416.84,247.61,250.61,249.56
1416.1,246.38,250.49,249.85
1416.48,245.65,250.49,249.74
1417.23,246.74,250.22,250.03
1419.05,249.35,249.49,248.98
1415.87,249.28,250.76,249.78
1413.45,247.47,250.9,249.62
1413.22,248.82,250.49,249.53
1414.58,248.79,250.72,248.31
1415.79,249.36,250.32,250.03
1415.42,248.58,250.12,249.37
1417.12,248.47,249.89,249.38
1418.29,248.83,249.97,249.31
1416.48,247.27,250.48,249.71
1416,248.52,250.46,249.08
1414.23,248.83,250.18,250.06
1415.28,248.48,250.24,249.63
1415.65,246.48,250.85,250.13
1416.32,246.45,250.3,249.51
1416.32,249.42,250.99,249.47
1415.81,246.37,250.95,249.79
1413.33,245.98,250.25,250.04
1418.47,246.92,250.69,249.69
1417.9,249,250.86,249.9
1415.11,249.24,250.9,248.25
1415.79,248.77,249.95,247.74
1415.11,248.89,250.25,249.08
1416.37,248.31,249.6,249.69
1415.47,248.67,249.94,248.9
1415.54,248.79,249.8,248.72
1417.3,248.26,249.7,249.02
1415.66,248.61,248.98,250.14
1416.84,248.7,248.91,249.67
1415.8,248.96,249.17,249.32
1416.84,249.22,249.65,249.52
1414.37,248.56,249.88,248.37
1415.17,249.45,249.22,249.16
1415.56,248.73,249.58,248.4
1415.34,248.7,249.41,249.28
1415.82,248.79,248.91,249.46
1415.81,248.89,249.82,248.62
1411.48,248.43,249.74,249.07
1411.56,249.03,249.74,249.98
1415.94,248.83,249.72,249.86
1414.5,248.5,249.87,249.88
1415.25,247.86,250.15,249.46
1416.02,247.83,248.91,249.69
1414.89,247.72,248.73,249.54
1415.95,248.07,249.27,249.48
1417.68,249.03,248.22,249.63
1410.37,248.74,248.89,248.35
1414.83,248.56,249.67,248.6
1417.88,248.89,248.38,250
1413.99,248.78,248.85,249.47
1415.79,248.68,248.34,249.57
1417.17,248.16,248.57,249.3
1415.11,248.43,248.22,248.68
1415.12,248.46,247.86,248.49
1415.79,248.89,248.22,249.34
1414.57,248.4,248.17,248.44
1414.97,248.21,249.39,249.71
1419.04,248.13,251.27,249.99
1418.12,248.53,250.98,249.24
1417.8,248.89,250.62,250.03
1416.9,248.77,251.42,249.67
1416.01,248.71,251.01,249.2
1416.98,247.98,249.95,248.99
1415.26,248.52,250.07,248.08
1415.15,248.65,250.95,249.51
1414.44,248.77,250.85,248.67
1417.15,249.37,251.78,250.17
1415.79,248.27,250.45,249.7
1416.47,248.55,250.84,249.25
1419.02,249.17,250.35,250.11
1413.94,247.94,250.16,248.58
1418.52,248.67,250.76,249.7
1413.02,248.92,248.04,249.59
1411.18,249,243.74,249.7
1413.67,248.77,246.71,249.46
1412.41,249.13,249.32,249.61
1413.06,248.8,249.1,248.58
1414.43,248.98,249.34,249.36
1415.79,247.91,248.77,249.98
1415.11,249.02,249.13,249.77
1413.75,249.19,249.04,249.85
1414.37,248.57,249.22,249.66
1415.18,248.31,249.34,248.99
1415.34,249.13,250.39,249.67
1415.55,248.77,249.48,249.61
1416.48,249.53,249.25,249
1415.79,249.08,249.7,249.67
1414.24,249.36,250.72,249.57
1410.49,248.58,249.64,248.64
1412.92,248.6,249.58,248.75
1413.97,248.14,249.45,249.2
1415.11,248.69,248.89,248.93
1411.71,248.99,249.08,247.38
1412.07,248.36,248.95,248.01
1415.42,248.94,249.34,249.99
1413.75,248.53,249.48,249.54
1415.78,248.89,250.13,249.76
1415.8,249.06,250.25,249.87
1416.03,249.03,249.89,249.62
1418.27,248.93,250.26,249.42
1415.11,249,249.55,249.69
1417.46,248.77,249.5,249.95
1420.28,249.96,250.63,250.06
1414.43,248.3,250.48,249.97
1416.5,246.96,250.85,248.59
1418.5,247.76,249.94,250.15
1416.22,247.28,250.3,248.15
1414.03,249.47,250.02,249.88
1414.99,248.7,249.78,249.66
1413.89,246.6,250.36,249.57
1414.22,246.96,250.71,249.67
1415.3,247.55,250.83,249.92
1414.23,247.08,250.54,249.76
1411.8,246.14,250.38,249.23
1412.69,246.76,250.61,250.15
1414.22,246.3,250.49,249.84
1416.48,248.44,250.13,250.35
1413.75,248.86,250.49,249.98
1413.08,246.94,250.73,248.42
1412.39,246.21,249.89,249.82
1413.71,247.23,249.95,249.88
1412.22,247.52,250.34,250
1413.35,247.64,250.46,249.1
1417.08,246.97,250.47,249.58
1411.93,246.53,249.99,249.58
1414.22,246.22,249.2,249.75
1413.59,247.51,250.2,250.16
1413.21,247.3,250.17,249.32
1412.69,249.24,250.01,249.94
1415.49,248.51,250.73,249.4
1414.88,246.14,250.85,249.67
1414.68,246.85,251.07,250.03
1415.18,249.01,250.39,250.05
1415.52,248.84,250.21,248.94
1416,248.55,249.46,250.04
1415.62,248.7,250.11,249.43
1415.32,249.01,250.13,249.32
1417.59,248.91,250.82,250
1414.7,247.47,250.46,248.55
1414.86,246.94,250.35,248.54
1413.23,248.41,251.15,249.03
1415.22,249.34,250.28,247.94
1417.15,245.66,250.37,249.9
1415.83,249.11,250.85,248.63
1414.23,246.13,250.49,247.86
1415.3,246.72,250.98,248.46
1415.68,247.7,250.47,249.88
1416.6,247.3,250.74,249.96
1418.12,247.25,250.27,249.99
1416.99,248.6,250.85,249.96
1417.71,246.95,250.73,249.59
1416.97,248.3,250.49,249.28
1420.08,249.14,250.49,250.22
1415.81,246.79,250.13,250.1
1413.75,245.89,250.48,249.19
1418.54,247.72,249.64,249.26
1418.09,246.45,250.83,249.14
1414.58,247.01,250.58,248.57
1412.68,247.05,250.44,249.33
1413.77,246.58,250.5,249.43
1416.98,246.13,249.58,249.1
1417.02,246.72,250.07,249.46
1418.83,246.72,250.89,250.46
1415.88,246.01,250.58,249.43
1417.76,248.57,250.52,249.44
1416.25,248.93,249.82,249.6
1415.34,248.91,249.89,249.7
1417,248.77,250.04,249.49
1415.27,246.09,249.89,250.03
1416.88,246.83,249.94,249.82
1417.45,246.25,250.31,249.82
1415.81,247.44,250.39,249.28
1415.04,246.85,250.13,249.07
1415.87,247.84,251,249.57
1414.66,247.86,250.22,249.66
1416.62,246.72,250.26,249.48
1417.33,248.37,249.82,249.84
1418.7,248.65,249.7,249.11
1416.49,248.52,249.61,249.67
1417.97,249.01,249.2,249.73
1418.16,248.41,249.69,249.7
1416.03,249.01,249.82,249.58
1417.15,248.7,249.6,249.37
1413.48,247.51,249.57,249.39
1412.69,245.93,249.89,249.43
1415.79,247.49,250.17,249.92
1418.53,248.23,250.61,248.6
1416.94,247.31,250.71,250.16
1415.34,248.35,250.76,250.09
1419.21,249.11,250.28,248.91
1415.9,248.18,249.51,249.68
1415.7,248.24,250.36,249.7
1415.58,247.16,249.97,249.17
1417.01,249.6,249.74,249.74
1416.61,249.19,249.86,249.76
1416.06,249.55,249.61,250
1417.1,249.31,250.38,249.03
1417.59,247.09,250.81,249.68
1415.73,246.04,250.05,250.03
1416.77,246.16,249.96,249.5
1417.15,245.84,249.94,249.9
1415.11,246.72,250.23,249.88
1415.81,246.84,249.77,249.27
1415.81,247.12,250.5,250.07
1415.11,246.45,250.49,249.46
1415.11,246.37,250.13,249.22
1417.86,247.67,251.17,249.66
1415.12,246.82,249.96,249.43
1416.47,248.42,250.3,249.53
1417.15,249.84,249.69,249.46
1415.93,246.8,250.58,250.12
1417.02,248.24,250.64,249.82
1417.16,248.74,250.73,249.94
1413.82,246.25,250.24,248.57
1417.69,246.82,250.69,249.1
1416.57,247.07,251.03,248.5
1414.45,246.75,249.89,248.03
1415.11,246.72,249.89,249.72
1416.48,247.21,250.5,249.79
1416.48,246.42,250.48,247.88
1415.2,246.78,250.92,248.1
1416.18,246.64,250.82,249.06
1415.95,247.04,250.95,247.99
1414.5,246.47,250.64,248.98
1417.61,248.12,249.94,249.2
1417.32,248.87,249.44,249.62
1415.01,248.93,250.73,249.22
1415.98,248.51,250.13,249.46
1417.16,246.74,249.46,249.59
1415.78,246.36,250.3,250.01
1416.03,246.18,250.02,250.27
1417.8,246.18,250.33,249.9
1419.72,246.51,249.96,249.57
1417.63,248.84,250.67,249.6
1417.37,247.54,250.05,250.18
1415.78,246.62,250.52,249.34
1419.23,247.97,250.95,249.7
1417.13,249.25,249.97,249.7
1415.39,247.19,250.05,249.94
1415.36,249.04,249.77,249.1
1414.03,248.62,249.87,249.09
1417.04,246.94,250.52,249.94
1415.7,246.72,249.78,249.77
1416.58,245.98,250.21,249.37
1418.13,248.57,250.17,248.93
1414.68,246.9,249.61,249.69
1413.21,246.05,249.22,249.45
1415.1,246.28,249.73,248.81
1418.22,247.12,250.95,249.55
1418.59,247.88,250.36,248.83
1419.43,249.24,250.07,249.4
1416.55,248.55,250.15,248.89
1417.53,248.78,250.37,249.05
1417.01,249.46,250.62,249.93
1417.36,249.01,250.3,250.21
1415.26,247.58,250.57,249.03
1418.53,248.59,249.77,249.79
1418.23,246.66,249.76,249.6
1413.8,246.96,250.38,249.23
1411.86,246.13,249.98,248.62
1413.85,246.16,250.02,248.98
1414.63,245.59,249.02,249.22
1415.25,247.59,248.98,249.35
1416.64,249.34,249.44,249.45
1417.33,249.52,249.85,248.86
1417.85,248.07,249.7,249.15
1415.11,247.16,249.01,249.27
1415.79,246.37,249.38,248.92
1415.24,246.74,249.49,250.1
1413.67,247.51,249.12,248.79
1415.77,248.92,249.13,249.07
1417.51,249.26,249.25,249.11
1418.37,249.74,249.28,249.28
1416.89,249.18,249.96,249.27
1415.26,248.9,250.04,248.33
1415.02,249.22,250.3,249.07
1415.11,249.37,249.7,248.58
1413.36,248.75,249.22,248.78
1413.44,248.66,249.34,249.9
1418.21,249.42,249.82,249.55
1415.46,246.93,250.06,248.92
1415.55,246.38,249.89,248.55
1416.73,248.54,249.77,248.67
1415.88,249.67,249.68,248.08
1412.58,247.91,249.86,249.08
1412.84,245.94,249.64,248.25
1414.82,246.92,250.57,248.82
1414.73,245.89,249.83,250.34
1415.1,247.73,250.71,250.39
1417.53,248.71,250.36,249.48
1415.86,249,249.34,248.86
1417.39,248.78,250.09,249.96
1415.8,247.31,250.27,250.04
1416.48,248.92,249.94,248.87
1414.81,249.31,249.34,248.99
1415.42,248.79,249.79,248.91
1415.8,248.65,249.97,250
1415.66,246.7,250.13,249.79
1418.66,248.19,251.41,248.76
1416.47,246.37,249.94,249.94
1417.16,246.96,250.37,249.71
1415.07,247.75,250.85,249.23
1415.85,249.41,250.25,248.71
1416.12,249.31,250.49,249.51
1418.37,249.15,250.05,249.67
1414.95,245.89,249.25,249.07
1415.67,246.96,250.13,249.46
1413.46,246.23,249.77,249.54
1410.63,245.67,248.97,248.35
1411.04,247.31,249.53,248.44
1412.55,249.46,249.03,249.14
1413.22,248.55,249.51,249.54
1413.58,248.43,249.59,249.32
1415.33,249.3,250.25,249.88
1415.5,249.38,250.67,249.69
1417.92,248.3,250.06,249.15
1413.74,248.03,249.22,247.98
1417.45,248.48,248.98,248.86
1417.69,248.93,250.06,249.3
1415.66,248.99,249.34,248.67
1416.64,249.26,250.12,248.79
1415.62,248.77,249.83,248.8
1416.48,249.21,249.18,249.7
1414.5,248.32,248.61,249.47
1415.12,248.97,249.24,248.41
1417.74,249.31,249.25,248.42
1413.45,249.58,249.06,248.55
1415.1,249.37,248.89,249.58
1416.8,249.48,248.84,249.34
1413.89,248.41,249.58,248.38
1415.95,248.58,249.27,248.19
1413.22,247.88,248.78,249.06
1411.95,249.61,248.53,249.82
1414.54,249.01,248.75,249.67
1416.37,249.36,249.33,248.97
1416.48,249.14,249.94,248.79
1413.57,248.62,249.76,249.01
1413.89,249.52,250.01,247.98
1413.91,249.08,248.86,248.98
1412.53,248.94,249.1,249.7
1414.85,248.6,248.46,249.98
1415.79,248.92,248.93,249.79
1416.45,249.02,248.86,249.91
1413.97,249,248.87,248.87
1415.6,249.07,248.76,248.74
1413.76,247.95,248.77,248.73
1413.02,248.31,249.49,249.34
1415.26,248.19,249.12,249.16
1415.01,248.53,249.2,249.28
1415.8,248.93,248.98,249.1
1414.44,247.96,248.13,249.48
1415.81,248.43,248.54,250.16
1413.22,248.32,248.85,249.79
1414.58,248.07,249.26,249.02
1417.33,248.23,248.7,249.82
1413.91,248.16,248.02,249.23
1415.86,248.55,249.69,249.73
1414.43,248.63,249.73,248.6
1413.66,248.65,249.45,248.96
1416.58,249.29,249.68,249.48
1415.15,248.97,249.94,249.46
1416.26,248.65,250.06,249.45
1415.95,248.95,249.7,249.22
1412.41,248.47,249.34,249.22
1415.73,248.29,249.22,248.72
1416.53,248.78,249.84,249.12
1415.11,248.39,249.49,249.59
1416.77,249.22,249.63,249.27
1414.69,248.91,249.46,249.43
1415.92,248.77,249.12,249.2
1415.81,249.54,248.98,249.92
1415.5,248.71,249.46,249.79
1416.57,248.27,250.13,248.85
1412.54,246.13,249.99,247.74
1416.56,247.8,249.7,249.67
1415.33,246.49,249.46,249.49
1415.59,247.64,249.46,249.58
1415.44,249,249.43,249.82
1416.83,248.43,249.37,249.34
1418.54,248.79,249.12,248.59
1416.2,248.62,249.43,249.49
1417.69,247.89,249.7,250.06
1414.96,246.3,249.93,249.43
1417.01,249.36,249.35,249.22
1417.49,248.93,249.26,249.69
1418.22,248.49,249.54,249.91
1418.03,249.13,249.34,249.55
1417.62,248.88,249.94,250.15
1415.14,247.18,250.13,249.03
1415.38,246.98,250.35,247.84
1412.13,246.84,250.2,248.21
1415.11,246.77,250.81,249.45
1413.16,246.8,249.55,250.14
1415.04,246.44,248.74,250.03
1415.79,246.66,250.06,250.63
1414.64,246.54,249.82,250.3
1417.57,247.03,250.54,249.49
1414.41,246.25,250.12,248.15
1418.62,249.77,250.95,248.9
1417.45,247.44,250.46,249.84
1415.5,246.8,250.93,249.54
1414.45,247.44,250.97,248.63
1414.43,246.81,250.46,249.66
1415.48,247,250.76,249.73
1411.12,246.72,249.7,247.41
1414.64,246.49,250.44,248.97
1417.76,246.84,250.25,247.74
1414.06,246.92,250.81,248.82
1412.54,246.55,250.8,248.03
1416.61,248.09,250.67,249.46
1414.59,246.19,250.54,248.6
1415.11,246.37,250.31,247.74
1415.79,248.89,250.19,249.13
1416.99,248.53,249.89,249.62
1417.35,247.89,250.37,249.15
1413.85,246.71,250.16,247.85
1413.64,246.45,249.62,248.07
1413.06,245.93,249.77,249.55
1417.33,246.79,250.49,249.91
1417,246.42,250.61,249.43
1416.48,246.94,250.73,248.11
1415.8,246.87,250.48,248.97
1416.3,246.88,250.02,249.88
1418,247.2,250.89,249.95
1415.08,247.59,251.02,245.58
1416.34,247.23,251.13,249.4
1413.27,246.85,250.98,247.9
1415.8,245.77,249.76,248.25
1416.48,247.31,251.1,248.31
1413.85,246.59,250.23,247.6
1417.73,246.61,250.23,249.72
1417.84,247.13,250.18,249.91
1415.81,247.54,250.98,248.73
1413.74,246.84,250.85,248.27
1413.93,246.96,250.73,248.96
1413.91,246.72,250.13,249.82
1416.61,248.95,249.82,249.22
1417.37,250.14,249.47,249.83
1415.11,247.18,250.47,250.33
1419.2,246.96,251.19,249.4
1418.23,247.36,251.26,248.79
1415.39,247.41,250.93,248.73
1417.85,247.17,250.05,250.04
1416.49,247.89,250.01,249.7
1418.54,246.88,250.85,249.88
1417.59,246.9,250.4,249.79
1416.11,246.32,251.07,249.17
1419.66,247.07,250.85,248.08
1416.67,247.39,251.78,248.19
1417.17,246.81,251.02,249.11
1416.48,246.81,251.36,248.77
1413.76,247.18,250.95,248.86
1417.67,248.09,250.49,250.03
1416.63,248.84,250.73,248.83
1414.44,246.95,250.97,248.72
1415.71,246.82,250.49,249.26
1413.88,246.79,250.25,249.6
1418.26,248.36,250.93,249.81
1415.32,247.08,250.83,248.74
1415.62,246.93,250.14,248.09
1417.32,249.03,250.42,249.91
1417.6,249.19,251.07,250.04
1415.66,248.63,250.02,249.23
1415.51,248.55,249.3,249.23
1417.15,248.69,249.52,249.59
1415.11,248.77,249.92,249.69
1416.48,249,250.1,249.7
1418.48,248.99,250.5,249.7
1416.51,246.89,250.42,249.85
1415.79,246.72,250.54,250.04
1416.36,247.51,250.73,250.03
1418.37,247.37,249.87,250.03
1417.69,246.6,250.02,249.92
1416.44,247.08,250.61,249.55
1420.27,247.55,250.49,250.14
